"Round","Date","Gender","District","Ward","Age","Ethnicity","Ethnicity_Other","Occupation","Occupation_Other","Do_you_have_any_health_problem","A0JS","A1JS","B0JS","C0JS","C1JS","D0JS","E0JS","Month"
3,"2015-09-25","Male","Gorkha",4,"55+","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Neutral","How to get shelter materials","Mostly yes","Mostly yes",9
3,"2015-09-27","Male","Dolakha",6,"55+","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","News about government decision","Not at all","Very little",9
3,"2015-09-22","Male","Dhading",3,"25 to 39","Newar","","NGO Worker / Business","","No difficulty.","Mostly yes","","Very little","Mostly yes","","Very little","Mostly yes",9
3,"2015-09-23","Female","Bhaktapur",9,"25 to 39","Chhetri","","Farmer / Laborer","","Yes, some difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-21","Female","Sindhupalchowk",7,"55+","Chhetri","","Other","Housewife","Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Neutral","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-24","Male","Ramechhap",1,"40 to 54","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Very little",9
3,"2015-09-25","Female","Sindhuli",4,"15 to 24","Brahmin","","Other","Student","No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes","","Neutral","Not at all",9
3,"2015-09-20","Male","Kavrepalanchok",2,"55+","Brahmin","","Government Servant","","No difficulty.","Neutral","Long term shelter / housing","Very little","Very little","News about government decision","Neutral","Neutral",9
3,"2015-09-23","Male","Makwanpur",7,"40 to 54","Brahmin","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Clean water","Mostly yes","Mostly yes","","Not at all","Not at all",9
3,"2015-09-27","Male","Dolakha",6,"15 to 24","Chhetri","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-25","Female","Sindhuli",4,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Completely yes","","Completely yes","Mostly yes",9
3,"2015-09-20","Female","Sindhupalchowk",7,"15 to 24","Janajati","","Farmer / Laborer","","Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes","","Not at all","Not at all",9
3,"2015-09-22","Female","Dhading",3,"40 to 54","Dalit","","Farmer / Laborer","","Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Completely yes","","Very little","Don't know",9
3,"2015-09-21","Male","Kavrepalanchok",4,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Very little","Very little",9
3,"2015-09-24","Male","Ramechhap",1,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Very little",9
3,"2015-09-23","Male","Makwanpur",7,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-25","Male","Sindhuli",4,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Don't know","Mostly yes",9
3,"2015-09-20","Male","Sindhupalchowk",7,"55+","Janajati","","Farmer / Laborer","","Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Completely yes","Completely yes","","Not at all","Not at all",9
3,"2015-09-27","Male","Dolakha",6,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Not at all","Very little",9
3,"2015-09-23","Female","Bhaktapur",1,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Mostly yes","","Completely yes","Mostly yes","","Mostly yes","Completely yes",9
3,"2015-09-21","Male","Kavrepalanchok",4,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Neutral","Mostly yes","","Very little","Neutral",9
3,"2015-09-22","Male","Dhading",3,"55+","Brahmin","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Completely yes",9
3,"2015-09-22","Female","Dolakha",9,"55+","Chhetri","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Completely yes","Refused","","Completely yes","Very little",9
3,"2015-09-25","Female","Sindhuli",4,"15 to 24","Brahmin","","Other","Student","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",9
3,"2015-09-23","Female","Makwanpur",7,"15 to 24","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes","","Not at all","Not at all",9
3,"2015-09-21","Female","Kavrepalanchok",4,"25 to 39","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Mostly yes","","Neutral","Mostly yes",9
3,"2015-09-23","Female","Bhaktapur",1,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Completely yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-25","Female","Sindhuli",4,"25 to 39","Brahmin","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Neutral","How to register for access support","Completely yes","Completely yes",9
3,"2015-09-22","Female","Dolakha",6,"15 to 24","Brahmin","","Other","student","No difficulty.","Neutral","Financial support","Neutral","Completely yes","","Neutral","Mostly yes",9
3,"2015-09-25","Female","Gorkha",4,"25 to 39","Chhetri","","Farmer / Laborer","","Yes, a lot of difficulty.","Neutral","Long term shelter / housing","Neutral","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-25","Female","Ramechhap",1,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",9
3,"2015-09-21","Female","Kavrepalanchok",4,"55+","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Clean water","Very little","Mostly yes","","Very little","Neutral",9
3,"2015-09-23","Female","Dolakha",7,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Completely yes","Not at all","News about government decision","Mostly yes","Not at all",9
3,"2015-09-23","Male","Bhaktapur",1,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-24","Male","Sindhuli",7,"55+","Dalit","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","How to register for access support","Neutral","Mostly yes",9
3,"2015-09-21","Female","Sindhupalchowk",7,"40 to 54","Janajati","","Farmer / Laborer","","Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Completely yes","Completely yes","","Completely yes","Not at all",9
3,"2015-09-26","Female","Dolakha",6,"25 to 39","Chhetri","","NGO Worker / Business","","No difficulty.","Mostly yes","","Not at all","Very little","How to register for access support","Mostly yes","Completely yes",9
3,"2015-09-23","Male","Sindhupalchowk",6,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Very little","Livelihoods","Very little","Very little","How to register for access support","Very little","Very little",9
3,"2015-09-20","Female","Sindhupalchowk",7,"55+","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Completely yes","Not at all","How to register for access support","Completely yes","Completely yes",9
3,"2015-09-21","Male","Kavrepalanchok",4,"40 to 54","Dalit","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Neutral","News about government decision","Very little","Neutral",9
3,"2015-09-23","Male","Bhaktapur",1,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Mostly yes","","Completely yes","Refused","","Don't know","Mostly yes",9
3,"2015-09-24","Male","Sindhuli",7,"25 to 39","Dalit","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Neutral","How to get shelter materials","Neutral","Mostly yes",9
3,"2015-09-25","Male","Makwanpur",7,"40 to 54","Tamang","","NGO Worker / Business","","No difficulty.","Very little","Short term shelter / tent shelter","Not at all","Mostly yes","","Very little","Very little",9
3,"2015-09-25","Male","Ramechhap",1,"15 to 24","Chhetri","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Not at all",9
3,"2015-09-23","Female","Dolakha",7,"55+","Brahmin","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Mostly yes","Not at all","News about government decision","Mostly yes","Not at all",9
3,"2015-09-24","Female","Sindhuli",7,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",9
3,"2015-09-24","Male","Dolakha",6,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Don't know","Very little",9
3,"2015-09-21","Male","Kavrepalanchok",7,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Very little","Neutral","News about government decision","Neutral","Very little",9
3,"2015-09-22","Male","Dhading",5,"25 to 39","Chhetri","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Mostly yes","Mostly yes",9
3,"2015-09-24","Male","Bhaktapur",3,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Refused","","Mostly yes","Completely yes","","Don't know","refused",9
3,"2015-09-24","Male","Sindhuli",7,"25 to 39","Dalit","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Completely yes","Mostly yes",9
3,"2015-09-23","Male","Dolakha",7,"55+","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Completely yes","Not at all","How to get shelter materials","Mostly yes","Not at all",9
3,"2015-09-23","Male","Ramechhap",4,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Very little",9
3,"2015-09-25","Male","Makwanpur",7,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to register for access support","Not at all","Very little",9
3,"2015-09-21","Female","Kavrepalanchok",7,"40 to 54","Chhetri","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Very little","Neutral","News about government decision","Mostly yes","Very little",9
3,"2015-09-24","Male","Dolakha",7,"40 to 54","Janajati","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Very little","Very little",9
3,"2015-09-24","Male","Bhaktapur",3,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Mostly yes","","Don't know","Mostly yes","","Completely yes","Don't know",9
3,"2015-09-23","Male","Bhaktapur",1,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Refused","","Mostly yes","Completely yes","","Mostly yes","refused",9
3,"2015-09-20","Male","Dhading",5,"40 to 54","Brahmin","","Farmer / Laborer","","Yes, some difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Mostly yes","Mostly yes",9
3,"2015-09-23","Female","Gorkha",1,"15 to 24","Janajati","","Other","Not Mentioned","No difficulty.","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Neutral","Completely yes",9
3,"2015-09-23","Male","Dolakha",7,"55+","Brahmin","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Completely yes","Not at all","How to get shelter materials","Mostly yes","Not at all",9
3,"2015-09-24","Male","Sindhuli",2,"25 to 39","Brahmin","","Government Servant","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Completely yes","Mostly yes",9
3,"2015-09-24","Male","Dolakha",7,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Very little",9
3,"2015-09-25","Male","Makwanpur",7,"15 to 24","Tamang","","Other","Student","No difficulty.","Very little","Short term shelter / tent shelter","Not at all","Mostly yes","","Very little","Very little",9
3,"2015-09-24","Female","Bhaktapur",3,"55+","Newar","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-21","Female","Kavrepalanchok",7,"15 to 24","Dalit","","Other","student","No difficulty.","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Neutral","Neutral",9
3,"2015-09-20","Male","Dhading",5,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Completely yes","","Mostly yes","Mostly yes",9
3,"2015-09-24","Male","Sindhuli",2,"40 to 54","Brahmin","","Government Servant","","No difficulty.","Completely yes","","Mostly yes","Completely yes","","Refused","refused",9
3,"2015-09-23","Male","Ramechhap",4,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",9
3,"2015-09-25","Male","Makwanpur",7,"55+","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Financial support","Very little","Mostly yes","","Not at all","Not at all",9
3,"2015-09-24","Male","Bhaktapur",3,"55+","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Don't know","","Refused","Completely yes",9
3,"2015-09-24","Male","Dolakha",7,"15 to 24","Dalit","","Other","student","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Very little","Very little",9
3,"2015-09-21","Female","Kavrepalanchok",7,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Very little","Neutral","News about government decision","Mostly yes","Very little",9
3,"2015-09-24","Female","Dolakha",3,"15 to 24","Chhetri","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Completely yes","Very little","News about government decision","Completely yes","Not at all",9
3,"2015-09-24","Male","Sindhuli",2,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Not at all","Financial support","Mostly yes","Mostly yes","","Mostly yes","Completely yes",9
3,"2015-09-20","Female","Dhading",5,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Mostly yes","","Very little","Mostly yes",9
3,"2015-09-25","Male","Makwanpur",7,"40 to 54","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Mostly yes","","Not at all","Not at all",9
3,"2015-09-24","Male","Bhaktapur",3,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Completely yes",9
3,"2015-09-23","Female","Gorkha",1,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Neutral","Very little","News about government decision","Neutral","Mostly yes",9
3,"2015-09-21","Female","Kavrepalanchok",7,"25 to 39","Chhetri","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Financial support","Very little","Very little","How to register for access support","Neutral","Very little",9
3,"2015-09-23","Female","Ramechhap",4,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",9
3,"2015-09-24","Male","Sindhuli",2,"40 to 54","Newar","","Other","Poltical","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Completely yes","Don't know",9
3,"2015-09-20","Male","Dhading",5,"55+","Chhetri","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Mostly yes","Completely yes",9
3,"2015-09-24","Male","Sindhuli",2,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Mostly yes","","Don't know","Mostly yes","","Completely yes","Very little",9
3,"2015-09-24","Female","Makwanpur",9,"25 to 39","Other","Not mentioned","Other","Not mentioned","No difficulty.","Not at all","Long term shelter / housing","Very little","Mostly yes","","Not at all","Very little",9
3,"2015-09-24","Male","Bhaktapur",2,"40 to 54","Newar","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Housing inspections","Very little","Very little","How to get healthcare psychological support","Not at all","Mostly yes",9
3,"2015-09-23","Male","Ramechhap",4,"55+","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Very little",9
3,"2015-09-23","Male","Kavrepalanchok",3,"55+","Brahmin","","Other","Retired officer","No difficulty.","Neutral","Clean water","Very little","Very little","News about government decision","Don't know","Not at all",9
3,"2015-09-24","Male","Dolakha",7,"40 to 54","Janajati","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Very little","Very little",9
3,"2015-09-24","Male","Dolakha",3,"55+","Other","yogi","Government Servant","","Yes, some difficulty.","Very little","Long term shelter / housing","Completely yes","Not at all","News about government decision","Completely yes","Mostly yes",9
3,"2015-09-21","Female","Dhading",4,"25 to 39","Brahmin","","Other","student","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Very little","Not at all",9
3,"2015-09-23","Male","Sindhuli",4,"25 to 39","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to register for access support","Completely yes","Completely yes",9
3,"2015-09-24","Male","Makwanpur",9,"40 to 54","Other","Not mentioned","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Don't know","Not at all",9
3,"2015-09-23","Male","Gorkha",1,"15 to 24","Dalit","","Other","Student","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-24","Male","Bhaktapur",2,"55+","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to register for access support","Not at all","Mostly yes",9
3,"2015-09-23","Male","Gorkha",1,"55+","Janajati","","Government Servant","","Yes, some difficulty.","Not at all","Healthcare","Neutral","Mostly yes","","Very little","Mostly yes",9
3,"2015-09-24","Female","Ramechhap",4,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to register for access support","Not at all","Very little",9
3,"2015-09-24","Male","Dolakha",7,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Don't know","Very little",9
3,"2015-09-23","Male","Kavrepalanchok",3,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Very little","Not at all",9
3,"2015-09-24","Female","Dolakha",3,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Not at all","How to get shelter materials","Mostly yes","Not at all",9
3,"2015-09-23","Male","Sindhuli",4,"25 to 39","Dalit","","NGO Worker / Business","","Yes, some difficulty.","Not at all","Long term shelter / housing","Neutral","Don't know","","Completely yes","Don't know",9
3,"2015-09-24","Male","Nuwakot",3,"40 to 54","Tamang","","Other","Not mentioned","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",9
3,"2015-09-24","Male","Bhaktapur",2,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Mostly yes","","Refused","Don't know","","Mostly yes","Completely yes",9
3,"2015-09-25","Male","Makwanpur",9,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Short term shelter / tent shelter","Very little","Very little","News about government decision","Very little","Not at all",9
3,"2015-09-21","Male","Dhading",4,"15 to 24","Other","Not mentioned","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Very little","Very little",9
3,"2015-09-23","Male","Gorkha",1,"40 to 54","Muslim","","Skilled Worker (i.e. Carpenter)","","Yes, some difficulty.","Mostly yes","","Completely yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-23","Male","Sindhuli",4,"25 to 39","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes","","Mostly yes","Mostly yes",9
3,"2015-09-23","Male","Sindhuli",4,"40 to 54","Chhetri","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Mostly yes","Don't know","","Completely yes","Don't know",9
3,"2015-09-21","Male","Ramechhap",9,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","How to replace personal documentation","Not at all","Very little",9
3,"2015-09-23","Male","Kavrepalanchok",3,"25 to 39","Chhetri","","Other","business","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Very little","Very little",9
3,"2015-09-20","Male","Dhading",4,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Not at all","Very little",9
3,"2015-09-23","Female","Gorkha",1,"40 to 54","Muslim","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-24","Female","Dolakha",3,"15 to 24","Other","yogi","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Very little","News about government decision","Mostly yes","Not at all",9
3,"2015-09-23","Male","Sindhuli",4,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Very little","Don't know",9
3,"2015-09-23","Female","Gorkha",1,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Neutral","Mostly yes","","Neutral","Completely yes",9
3,"2015-09-24","Male","Bhaktapur",2,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-23","Male","Kavrepalanchok",3,"25 to 39","Brahmin","","Other","business","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Not at all","Very little",9
3,"2015-09-24","Male","Makwanpur",9,"15 to 24","Tamang","","Other","Student","No difficulty.","Very little","Clean water","Very little","Mostly yes","","Completely yes","Not at all",9
3,"2015-09-21","Male","Ramechhap",9,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","How to get shelter materials","Not at all","Very little",9
3,"2015-09-23","Male","Sindhuli",5,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Completely yes","","Refused","refused",9
3,"2015-09-23","Male","Gorkha",1,"25 to 39","Muslim","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-24","Male","Bhaktapur",2,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Don't know","","Not at all","Very little",9
3,"2015-09-25","Male","Dolakha",8,"55+","Chhetri","","Farmer / Laborer","","Yes, some difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Don't know",9
3,"2015-09-20","Male","Dhading",4,"40 to 54","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Mostly yes","","Very little","Very little",9
3,"2015-09-23","Male","Gorkha",1,"40 to 54","Janajati","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes","","Mostly yes","Completely yes",9
3,"2015-09-25","Male","Bhaktapur",8,"25 to 39","Newar","","Farmer / Laborer","","Yes, some difficulty.","Very little","Housing inspections","Not at all","Not at all","News about government decision","Don't know","Mostly yes",9
3,"2015-09-23","Male","Kavrepalanchok",3,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Not at all","Not at all",9
3,"2015-09-21","Female","Makwanpur",4,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Don't know","Not at all",9
3,"2015-09-21","Male","Ramechhap",9,"Refused","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","How to register for access support","Not at all","Very little",9
3,"2015-09-23","Male","Gorkha",1,"55+","Muslim","","Farmer / Laborer","","Yes, some difficulty.","Don't know","","Completely yes","Mostly yes","","Completely yes","Completely yes",9
3,"2015-09-25","Female","Dolakha",8,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Not at all","Very little",9
3,"2015-09-23","Male","Kavrepalanchok",4,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Not at all","Not at all",9
3,"2015-09-25","Male","Bhaktapur",8,"25 to 39","Newar","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","How to register for access support","Don't know","Don't know",9
3,"2015-09-20","Male","Dhading",4,"25 to 39","Brahmin","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Mostly yes","","Very little","Very little",9
3,"2015-09-25","Male","Dolakha",2,"55+","Other","yogi","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Mostly yes","Not at all","How to get shelter materials","Mostly yes","Very little",9
3,"2015-09-25","Female","Dolakha",8,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Don't know",9
3,"2015-09-23","Male","Kavrepalanchok",4,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Very little",9
3,"2015-09-21","Male","Ramechhap",9,"15 to 24","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","How to replace personal documentation","Not at all","Very little",9
3,"2015-09-21","Male","Makwanpur",4,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Don't know","Not at all",9
3,"2015-09-25","Male","Bhaktapur",8,"55+","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Don't know","Not at all","How to get shelter materials","Not at all","Don't know",9
3,"2015-09-20","Male","Dhading",3,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Very little","Mostly yes",9
3,"2015-09-24","Female","Dolakha",2,"25 to 39","Other","yogi","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Mostly yes","Not at all","How to get shelter materials","Mostly yes","Very little",9
3,"2015-09-25","Male","Dolakha",8,"15 to 24","Janajati","","Other","student","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","News about government decision","Very little","Very little",9
3,"2015-09-23","Male","Kavrepalanchok",4,"40 to 54","Brahmin","","Other","politic","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-25","Female","Gorkha",4,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Mostly yes","","Completely yes","Mostly yes","","Completely yes","Completely yes",9
3,"2015-09-25","Male","Bhaktapur",8,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Don't know","","Refused","Mostly yes","","Not at all","Completely yes",9
3,"2015-09-22","Male","Ramechhap",9,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to register for access support","Not at all","Very little",9
