District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1NOV,B2NOV,C0JS,C1JS,C2JS,D0JS,D1NOV,D2NOV,E0JS,E1JS,E2JS,F0NOV,F1NOV,G0NOV,H0NOV,H1NOV
Lalitpur,Ghushel,6,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),toilets_sanitation,livelihoods,3_neutral,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Ghushel,6,25-39,male,Tamang,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),toilets_sanitation,livelihoods,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,don_t_know,,
Lalitpur,Ghushel,6,25-39,male,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),psychosocial_counseling,livelihoods,3_neutral,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Ghushel,5,15-24,male,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,livelihoods,livelihoods,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,4_somewhat_yes,,
Lalitpur,Ghushel,5,25-39,male,Chhetri,,government_ser,,no_difficulty,3_neutral,long_term_shelter_(housing),psychosocial_counseling,livelihoods,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,3_neutral,,
Lalitpur,Ghushel,5,55+,male,Brahmin,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,2_not_very_much,was_promised_relief_but_never_received,government_plans_unclear,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Lalitpur,Ghushel,4,40-54,male,Sherpa,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),housing_inspections,clean_water,3_neutral,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,,
Lalitpur,Ghushel,4,55+,male,Brahmin,,farmer_laborer,,yes__some_diff,3_neutral,long_term_shelter_(housing),healthcare,livelihoods,2_not_very_much,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,,
Lalitpur,Badikhel,2,40-54,male,Sherpa,,skilled_worker,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,2_not_very_much,relifef_distributed_based_on_political_parties,reconstruction_process_taking_too_long,2_not_very_much,how_to_register_for_access_support,how_to_get_shelter_materials,3_neutral,ngo_plans_unclear,was_promised_relief_but_never_received,1_not_at_all,based_on_political_parties,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Lalitpur,Badikhel,2,55+,male,Sherpa,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),livelihoods,toilets_sanitation,1_not_at_all,relifef_distributed_based_on_political_parties,reconstruction_process_taking_too_long,1_not_at_all,how_to_register_for_access_support,news_about_government_decision,1_not_at_all,relief_distributed_based_on_political_parties,ngo_do_not_know_what_they_are_doing,1_not_at_all,based_on_caste_system,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Badikhel,2,55+,male,Sherpa,,skilled_worker,,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,was_promised_relief_but_never_received,donêt_know_how_to_register_for_relief_services,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Lalitpur,Bhattedanda,5,40-54,male,Brahmin,,government_ser,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,1_not_at_all,how_to_get_shelter_materials,news_about_government_decision,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,1_not_at_all,,
Lalitpur,Bhattedanda,5,55+,male,Chhetri,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),clean_water,seeds_and_fertilizers,4_somewhat_yes,,,1_not_at_all,how_to_register_for_access_support,news_about_government_decision,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,,
Lalitpur,Bhattedanda,5,25-39,male,Brahmin,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,5_completely_yes,,
Lalitpur,Bhattedanda,5,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,housing_inspections,3_neutral,Government_plans_unclear,relief_distributed_based_on_severe_damage,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,,
Lalitpur,Manikhel,2,25-39,male,Brahmin,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,1_not_at_all,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,2_not_very_much,how_to_get_shelter_materials,news_about_government_decision,5_completely_yes,,,2_not_very_much,based_on_distance_from_main_road,first_come_first_served,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Lalitpur,Manikhel,2,25-39,male,Brahmin,,government_ser,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Manikhel,2,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,based_on_political_parties,first_come_first_served,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Manikhel,2,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),seeds_and_fertilizers,financial_support,1_not_at_all,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,2_not_very_much,how_to_get_shelter_materials,news_about_government_decision,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Manikhel,2,25-39,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),seeds_and_fertilizers,financial_support,1_not_at_all,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Lalitpur,Manikhel,3,40-54,male,Brahmin,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,1_not_at_all,relifef_distributed_based_on_distance_from_road,relief_distributed_based_on_first_come_first_served,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Lalitpur,Manikhel,3,40-54,male,Brahmin,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Manikhel,3,55+,male,Brahmin,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),psychosocial_counseling,livelihoods,3_neutral,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Lalitpur,Manikhel,3,55+,male,Brahmin,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,2_not_very_much,relifef_distributed_based_on_first_come_first_served,relief_distributed_based_on_distance_from_road,2_not_very_much,how_to_get_shelter_materials,news_about_government_decision,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Lalitpur,Manikhel,3,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),seeds_and_fertilizers,financial_support,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Lalitpur,Manikhel,5,40-54,male,Tamang,,farmer_laborer,,yes__some_diff,3_neutral,long_term_shelter_(housing),financial_support,food,4_somewhat_yes,,,1_not_at_all,how_to_get_shelter_materials,how_to_register_for_access_support,4_somewhat_yes,,,1_not_at_all,based_on_distance_from_main_road,first_come_first_served,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Lalitpur,Gotikhel,2,55+,male,Brahmin,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,1_not_at_all,relifef_distributed_based_on_political_parties,government_plans_unclear,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Gotikhel,2,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,4_somewhat_yes,,,2_not_very_much,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,donêt_know_where_distribution_sites_are,ngo_do_not_listen_to_my_concerns,1_not_at_all,based_on_distance_from_main_road,first_come_first_served,4_somewhat_yes,,4_somewhat_yes,,
Lalitpur,Gotikhel,2,55+,male,Brahmin,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),financial_support,housing_inspections,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,based_on_political_parties,based_on_distance_from_main_road,4_somewhat_yes,,4_somewhat_yes,,
Lalitpur,Gotikhel,2,40-54,male,Brahmin,,ngo_worker_bus,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,2_not_very_much,how_to_get_shelter_materials,how_to_register_for_access_support,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,not_enough_fuel,4_somewhat_yes,,
Lalitpur,Gotikhel,2,25-39,male,Brahmin,,skilled_worker,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,education,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,relief_distributed_based_on_political_parties,do_not_trust_NGOs,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,,
Lalitpur,Lele,1,25-39,male,janajati,,skilled_worker,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,1_not_at_all,relifef_distributed_based_on_political_parties,reconstruction_process_taking_too_long,4_somewhat_yes,,,1_not_at_all,relief_distributed_based_on_political_parties,ngo_plans_unclear,1_not_at_all,based_on_political_parties,based_on_caste_systems,4_somewhat_yes,,2_not_very_much,,
Lalitpur,Lele,1,55+,male,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Lele,6,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,1_not_at_all,relifef_distributed_based_on_political_parties,donêt_know_how_to_register_for_relief_services,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,based_on_political_parties,first_come_first_served,1_not_at_all,not_enough_blankets,4_somewhat_yes,,
Lalitpur,Lele,6,40-54,male,Newar,,skilled_worker,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,based_on_political_parties,first_come_first_served,4_somewhat_yes,,4_somewhat_yes,,
Lalitpur,Lele,6,55+,male,Chhetri,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,1_not_at_all,relifef_distributed_based_on_political_parties,reconstruction_process_taking_too_long,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,first_come_first_served,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Lalitpur,Jharuwarasi,4,25-39,male,Chhetri,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,based_on_political_parties,first_come_first_served,4_somewhat_yes,,4_somewhat_yes,,
Lalitpur,Jharuwarasi,4,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),clean_water,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Makwanpur,Bhimphedi,6,40-54,female,Tamang,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,don_t_know,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,4_somewhat_yes,4_not_very_much,
Makwanpur,Nibuwatar,3,40-54,female,Tamang,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,don_t_know,,,4_somewhat_yes,,4_somewhat_yes,don_t_know,
Makwanpur,Hetauda_Submet,6,40-54,female,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,housing_inspections,1_not_at_all,relifef_distributed_based_on_political_parties,government_does_not_listen_to_my_concern,4_somewhat_yes,,,1_not_at_all,was_promised_relief_but_never_received,relief_distributed_based_on_first_come_first_served,don_t_know,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Makwanpur,Chhatiwan,3,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),psychosocial_counseling,healthcare,1_not_at_all,relifef_distributed_based_on_political_parties,government_plans_unclear,4_somewhat_yes,,,1_not_at_all,was_promised_relief_but_never_received,relief_distributed_based_on_first_come_first_served,1_not_at_all,first_come_first_served,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_keep_snow_out,4_somewhat_yes,4_not_very_much,
Makwanpur,Chhatiwan,3,40-54,female,other,not mentioned,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,psychosocial_counseling,1_not_at_all,was_promised_relief_but_never_received,donêt_know_how_to_register_for_relief_services,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,ngo_plans_unclear,don_t_know,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,5_not_at_all,
Makwanpur,Bhimphedi,6,25-39,female,Tamang,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,3_neutral,only_if_damage_is_severe,based_on_distance_from_main_road,4_somewhat_yes,,don_t_know,5_not_at_all,
Makwanpur,Bhimphedi,6,25-39,female,Brahmin,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,don_t_know,,,4_somewhat_yes,,4_somewhat_yes,4_not_very_much,
Makwanpur,Bhimphedi,6,15-24,female,Brahmin,,other,Student,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,3_neutral,joint_families,only_if_damage_is_severe,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Nibuwatar,2,40-54,female,Dalit,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Nibuwatar,2,55+,female,Tamang,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,first_come_first_served,based_political_parties,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Nibuwatar,3,40-54,female,Janajati,,farmer_laborer,,no_difficulty,3_neutral,livelihoods,seeds_and_fertilizers,food,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,renters_excluded_from_distribution,ngo_do_not_know_what_they_are_doing,4_somewhat_yes,,,4_somewhat_yes,,2_not_very_much,5_not_at_all,
Makwanpur,Nibuwatar,5,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,3_neutral,how_to_replace_personal_documentation,how_to_register_for_access_support,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,5_completely_yes,5_not_at_all,
Makwanpur,Nibuwatar,5,15-24,female,Chhetri,,other,student,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,don_t_know,,,4_somewhat_yes,,don_t_know,don_t_know,
Makwanpur,Bhaise,1,40-54,female,Janajati,,other,Housewife,yes__some_diff,1_not_at_all,housing_inspections,long_term_shelter__housing,livelihoods,2_not_very_much,government_does_not_listern_to_my_concerns,government_plans_unclear,4_somewhat_yes,,,3_neutral,can_t_get_to_distribution_sites,relief_distributed_based_on_severe_damage,4_somewhat_yes,,,4_somewhat_yes,,refused,4_somewhat_yes,others
Makwanpur,Bhaise,1,25-39,female,Magar,,ngo_worker_bus,,no_difficulty,2_not_very_much,housing_inspections,long_term_shelter__housing,education,4_somewhat_yes,,,5_completely_yes,,,3_neutral,do_not_trust_NGOs,relief_distributed_based_on_first_come_first_served,4_somewhat_yes,,,5_completely_yes,,3_neutral,5_not_at_all,
Makwanpur,Bhaise,1,55+,female,Dalit,,farmer_laborer,,yes__some_diff,1_not_at_all,housing_inspections,long_term_shelter__housing,healthcare,4_somewhat_yes,,,1_not_at_all,how_to_get_healthcare_psychosocial_support,how_to_register_for_access_support,1_not_at_all,donêt_know_how_to_register_for_relief_services,was_promised_relief_but_never_received,2_not_very_much,only_if_damage_is_severe,first_come_first_served,2_not_very_much,do_not_have_warm_clothing,2_not_very_much,5_not_at_all,
Makwanpur,Bhaise,1,15-24,female,Magar,,other,Student,no_difficulty,4_somewhat_yes,,,,2_not_very_much,relifef_distributed_based_on_political_parties,donêt_know_where_distribution_sites_are,1_not_at_all,how_to_register_for_access_support,how_to_get_healthcare_psychosocial_support,don_t_know,,,don_t_know,,,4_somewhat_yes,,don_t_know,4_not_very_much,
Makwanpur,Bhaise,6,refused,female,Janajati,,other,student,no_difficulty,4_somewhat_yes,,,,1_not_at_all,Government_plans_unclear,government_does_not_listen_to_my_concern,1_not_at_all,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,2_not_very_much,donêt_know_where_distribution_sites_are,donêt_know_how_to_register_for_relief_services,3_neutral,based_on_distance_from_main_road,based_political_parties,1_not_at_all,not_enough_blankets,2_not_very_much,4_somewhat_yes,family_members
Makwanpur,Ambhanjyang,4,25-39,female,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,clean_water,long_term_shelter__housing,financial_support,1_not_at_all,relifef_distributed_based_on_political_parties,was_promised_relief_but_never_received,5_completely_yes,,,1_not_at_all,ngo_plans_unclear,do_not_trust_NGOs,2_not_very_much,first_come_first_served,based_political_parties,4_somewhat_yes,,2_not_very_much,5_not_at_all,
Makwanpur,Ambhanjyang,4,25-39,female,Brahmin,,farmer_laborer,,no_difficulty,5_completely_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,do_not_trust_NGOs,ngo_plans_unclear,5_completely_yes,,,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Ambhanjyang,7,25-39,female,Tamang,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,ngo_plans_unclear,do_not_trust_NGOs,5_completely_yes,,,4_somewhat_yes,,2_not_very_much,5_not_at_all,
Makwanpur,Ambhanjyang,7,25-39,female,Brahmin,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Ambhanjyang,7,15-24,female,Brahmin,,other,Student,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,ngo_plans_unclear,do_not_trust_NGOs,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Manahari,6,25-39,female,janajati,,farmer_laborer,,no_difficulty,2_not_very_much,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,2_not_very_much,relifef_distributed_based_on_political_parties,relief_distributed_based_on_distance_from_road,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,don_t_know,,,2_not_very_much,based_on_political_parties,based_on_distance_from_main_road,4_somewhat_yes,,4_somewhat_yes,don_t_know,
Makwanpur,Manahari,8,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,2_not_very_much,reconstruction_process_taking_too_long,not_included_in_distributions,2_not_very_much,news_about_government_decisions,other,don_t_know,,,4_somewhat_yes,,,4_somewhat_yes,,2_not_very_much,don_t_know,
Makwanpur,Makwanpurghadi,5,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,2_not_very_much,relifef_distributed_based_on_political_parties,government_plans_unclear,5_completely_yes,,,1_not_at_all,ngo_plans_unclear,do_not_trust_NGOs,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Makwanpurghadi,5,55+,female,Brahmin,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,1_not_at_all,relifef_distributed_based_on_political_parties,was_promised_relief_but_never_received,4_somewhat_yes,,,1_not_at_all,ngo_plans_unclear,do_not_trust_NGOs,1_not_at_all,based_on_political_parties,first_come_first_served,4_somewhat_yes,,2_not_very_much,4_somewhat_yes,community_members
Makwanpur,Makwanpurghadi,5,40-54,female,Brahmin,,farmer_laborer,,yes__some_diff,4_somewhat_yes,,,,1_not_at_all,relifef_distributed_based_on_political_parties,was_promised_relief_but_never_received,5_completely_yes,,,4_somewhat_yes,,,2_not_very_much,based_on_political_parties,first_come_first_served,5_completely_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Hadikhola,3,40-54,female,Newar,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,1_not_at_all,news_about_government_decisions,how_to_replace_personal_documentation,1_not_at_all,do_not_trust_NGOs,relief_distributed_based_on_first_come_first_served,2_not_very_much,based_on_political_parties,based_political_parties,4_somewhat_yes,,1_not_at_all,4_not_very_much,
Makwanpur,Makwanpurghadi,5,25-39,female,Brahmin,,other,Tailoring,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,relief_distributed_based_on_political_parties,do_not_trust_NGOs,5_completely_yes,,,4_somewhat_yes,,2_not_very_much,don_t_know,
Makwanpur,Manahari,6,40-54,female,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,housing_inspections,1_not_at_all,relifef_distributed_based_on_political_parties,Do_not_trust_government,1_not_at_all,news_about_government_decisions,other,1_not_at_all,not_included_in_distributions,relief_distributed_based_on_severe_damage,1_not_at_all,based_on_political_parties,other,4_somewhat_yes,,1_not_at_all,5_not_at_all,
Makwanpur,Manahari,6,25-39,female,Chhetri,,farmer_laborer,,no_difficulty,2_not_very_much,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,housing_inspections,1_not_at_all,relifef_distributed_based_on_political_parties,Do_not_trust_government,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,do_not_trust_NGOs,other,1_not_at_all,based_on_political_parties,other,4_somewhat_yes,,1_not_at_all,don_t_know,
Makwanpur,Makwanpurghadi,5,15-24,female,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,clean_water,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,relief_distributed_based_on_political_parties,do_not_trust_NGOs,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Makwanpur,Nibuwatar,3,40-54,male,other,not mentioned,government_ser,,no_difficulty,5_completely_yes,,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,3_neutral,joint_families,only_if_damage_is_severe,4_somewhat_yes,,4_somewhat_yes,,
Makwanpur,Nibuwatar,3,55+,male,other,not mentioned,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,don_t_know,,,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,,
Makwanpur,Hetauda_Submet,6,55+,male,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,psychosocial_counseling,1_not_at_all,was_promised_relief_but_never_received,donêt_know_how_to_register_for_relief_services,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,ngo_plans_unclear,don_t_know,,,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Makwanpur,Hetauda_Submet,6,40-54,male,Janajati,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),financial_support,psychosocial_counseling,1_not_at_all,was_promised_relief_but_never_received,government_doesnot_know_what_its_doing,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,ngo_plans_unclear,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Makwanpur,Hetauda_Submet,6,25-39,male,Brahmin,,skilled_worker,,no_difficulty,2_not_very_much,financial_support,long_term_shelter__housing,psychosocial_counseling,1_not_at_all,relifef_distributed_based_on_political_parties,donêt_know_how_to_register_for_relief_services,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,ngo_plans_unclear,1_not_at_all,based_on_political_parties,first_come_first_served,1_not_at_all,not_enough_fuel,4_somewhat_yes,,
