District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1JAN,B2JAN,C0JS,C1JS,C2JS,D0JS,D1JS,D2JS,E0JS,E1JS,E2JS,F0JAN,F1JAN,G0JAN,G1JAN,G2JAN,I0JAN,J0JAN,J1JAN,J2JAN,L0JAN,L1JAN,L2JAN,M0JAN,M1JAN,M2JAN
Makwanpur,manahari,9,55+,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Long-term shelter (housing)                ,Financial support,1 _ Not at all        ,Government plans unclear               ,Do not trust government                     ,2 _ Not very much           ,News about government decisions               ,How to get shelter materials                          ,Donêt know        ,,,1 _ Not at all        ,Based on distance from the main road            ,Others,4-Mostly yes,,5 _ Not at all         ,,,1 _ Not at all        ,Don't Know,,2-Somewhat yes,2-Somewhat yes,Government loan         ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reduce risk of future disasters                                    
Makwanpur,bhaise,3,25-39,male,Tamang,,Others,Social worker,No difficulty ,2 _ Not very much,Financial support,Livelihoods,Psychosocial counseling,1 _ Not at all        ,Donêt know where distribution sites are               ,Relief distributed based on political parties     ,4_Mostly yes,,,3 _ Neutral          ,"Relief distributed based on first come, first served                ",NGOs do not know what they are doing                                   ,1 _ Not at all        ,Based on distance from the main road            ,Based on political parties                 ,2 _ Not very much           ,Not enough blankets                                         ,3 _ Neutral           ,Violence/tension in the community                   ,Health care,3 _ Neutral                  ,4 _ Not very much        ,,3-Neutral,2-Somewhat yes,Personal savings                            ,Building requirements released by government           ,2 _ Not very much           ,Improved health care access                 ,Proper functioning of local government                    
Makwanpur,manahari,9,55+,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Long-term shelter (housing)                ,Financial support,1 _ Not at all        ,Relief distributed based on political parties     ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,Others,Donêt know        ,,,1 _ Not at all        ,Based on distance from the main road            ,Others,4-Mostly yes,,5 _ Not at all         ,,,1 _ Not at all        ,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,1 _ Not at all        ,Reduce risk of future disasters                                    ,Repair/reconstruction of community buildings        
Makwanpur,bhaise,2,55+,male,Janajati,,Farmer/laborer,,No difficulty ,3 _ Neutral ,Financial support,Clean water,Housing inspections,4_Mostly yes,,,3 _ Neutral ,How to replace personal documentation     ,How to replace personal documentation     ,3 _ Neutral          ,Was promised relief but never received           ,"Relief distributed based on first come, first served                ",3 _ Neutral           ,Based on distance from the main road            ,Joint families ,4-Mostly yes,,2 _ Somewhat yes           ,Improper school winterization                                                   ,Health care,Refused,2 _ Somewhat yes           ,Local government             ,3-Neutral,2-Somewhat yes,Personal loan (financial institution)                   ,Waiting for building assessment                 ,3 _ Neutral          ,News on government decisions            ,Improved access to financial services               
Makwanpur,hadikhola,4,25-39,female,Tamang,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,2 _ Not very much           ,News about government decisions               ,Others,Donêt know        ,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,2 _ Not very much           ,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reduce risk of future disasters                                    
Makwanpur,hadikhola,4,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Financial support             ,Housing inspections,2 _ Not very much           ,Government plans unclear               ,Do not trust government                     ,4_Mostly yes,,,1 _ Not at all        ,Others,Others,1 _ Not at all        ,Based on distance from the main road            ,Others,4-Mostly yes,,5 _ Not at all         ,,,2 _ Not very much           ,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reduce risk of future disasters                                    
Makwanpur,hadikhola,4,15-24,female,Tamang,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,Donêt know        ,,,4_Mostly yes,,,5 _ Completely yes        ,,5 _ Not at all         ,,,4-Mostly yes,Don't Know,,2-Somewhat yes,Don't know,,,4 _ Somewhat yes           ,,
Makwanpur,hadikhola,4,15-24,male,Brahmin,,Others,Student,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,5 _ Completely yes         ,,,Donêt know        ,,,4_Mostly yes,,,5 _ Completely yes        ,,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,4 _ Somewhat yes           ,,
Makwanpur,hadikhola,4,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Healthcare,Housing inspections,2 _ Not very much           ,Relief distributed based on political parties     ,Government plans unclear               ,4_Mostly yes,,,Donêt know        ,,,4_Mostly yes,,,5 _ Completely yes        ,,5 _ Not at all         ,,,4-Mostly yes,4 _ Not very much        ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,4 _ Somewhat yes           ,,
Makwanpur,hadikhola,8,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,2 _ Not very much,Short-term shelter (tent/shelterbox)   ,Financial support             ,Housing inspections,1 _ Not at all        ,Government plans unclear               ,Do not trust government                     ,4_Mostly yes,,,Donêt know        ,,,2 _ Not very much           ,Based on distance from the main road            ,Others,4-Mostly yes,,5 _ Not at all         ,,,2 _ Not very much           ,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Personal loan (informal)               ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reduce risk of future disasters                                    
Makwanpur,hadikhola,8,15-24,male,Tamang,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,Donêt know        ,,,4_Mostly yes,,,5 _ Completely yes        ,,5 _ Not at all         ,,,1 _ Not at all        ,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,4 _ Somewhat yes           ,,
Makwanpur,hadikhola,8,40-54,female,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Financial support             ,Housing inspections,2 _ Not very much           ,Relief distributed based on political parties     ,Do not trust government                     ,4_Mostly yes,,,Donêt know        ,,,2 _ Not very much           ,Based on distance from the main road            ,Others,4-Mostly yes,,5 _ Not at all         ,,,2 _ Not very much           ,5 _ Not at all         ,,1-Completely yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,4 _ Somewhat yes           ,,
Makwanpur,hadikhola,8,40-54,female,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Housing inspections,Financial support,1 _ Not at all        ,Relief distributed based on political parties     ,Was promised relief but never received           ,4_Mostly yes,,,Donêt know        ,,,1 _ Not at all        ,Based on distance from the main road            ,Others,4-Mostly yes,,5 _ Not at all         ,,,1 _ Not at all        ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Availability of financial support                                      ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Financial support
Makwanpur,hadikhola,8,25-39,female,Tamang,,Farmer/laborer,,No difficulty ,2 _ Not very much,Short-term shelter (tent/shelterbox)   ,Financial support             ,Housing inspections,2 _ Not very much           ,Relief distributed based on political parties     ,Government plans unclear               ,4_Mostly yes,,,Donêt know        ,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,2 _ Not very much           ,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reduce risk of future disasters                                    
Makwanpur,manahari,7,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,2 _ Not very much,Short-term shelter (tent/shelterbox)   ,Long-term shelter (housing)                ,Housing inspections,2 _ Not very much           ,Relief distributed based on political parties     ,Do not trust government                     ,4_Mostly yes,,,Donêt know        ,,,4_Mostly yes,,,4-Mostly yes,,4 _ Not very much        ,,,2 _ Not very much           ,Don't Know,,2-Somewhat yes,2-Somewhat yes,Government loan         ,Building requirements released by government           ,4 _ Somewhat yes           ,,
Nuwakot,Bidur_Municipa,2,15-24,male,Newar,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,1 _ Not at all        ,Relief distributed based on political parties     ,Relief distributed based on severe damage                             ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,Based on distance from the main road            ,Joint families ,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,"Not prepared for winter (clothing, household)                                  ",Improper school winterization                                                   ,4-Mostly yes,1 _ Completely yes        ,NGO/aid workers                     ,5-Not at all,5-Not at all,,,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Financial support
Nuwakot,Bidur_Municipa,2,25-39,female,Newar,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,4_Mostly yes,,,4_Mostly yes,,,2 _ Not very much           ,Was promised relief but never received           ,Relief distributed based on political parties     ,2 _ Not very much           ,Based on distance from the main road            ,"First come, first served                      ",4-Mostly yes,,4 _ Not very much        ,,,4-Mostly yes,2 _ Somewhat yes           ,Local government             ,5-Not at all,5-Not at all,,,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Repair of cultural sites 
Nuwakot,Bidur_Municipa,2,40-54,male,Chhetri,,Farmer/laborer,,"Yes, some difficulty ",1 _ Not at all        ,Long-term shelter (housing)        ,Healthcare,Livelihoods,1 _ Not at all        ,Do not trust government                     ,Government plans unclear               ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,Based on distance from the main road            ,"First come, first served                      ",4-Mostly yes,,2 _ Somewhat yes           ,Safety at school (due to structure)      ,"Not prepared for winter (clothing, household)                                  ",4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,4-Not very much,,,1 _ Not at all        ,Reconstruction advice/training             ,Proper functioning of local government                    
Nuwakot,Bidur_Municipa,2,25-39,female,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,4_Mostly yes,,,4_Mostly yes,,,2 _ Not very much           ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,1 _ Not at all        ,Joint families,Based on political parties                 ,2 _ Not very much           ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Improper school winterization                                                   ,4-Mostly yes,5 _ Not at all         ,,5-Not at all,2-Somewhat yes,Government grant        ,Concern about another earthquake/aftershocks,1 _ Not at all        ,Financial support  ,Reduce risk of future disasters                                    
Nuwakot,Bidur_Municipa,2,40-54,male,Janajati,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,2 _ Not very much           ,Relief distributed based on caste    ,Government does not listen to my concerns                ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,2 _ Not very much           ,Was promised relief but never received           ,"Relief distributed based on first come, first served                ",1 _ Not at all        ,Based on distance from the main road            ,Based on caste system      ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Safety at school (due to structure)      ,1 _ Not at all        ,2 _ Somewhat yes           ,Community members         ,5-Not at all,2-Somewhat yes,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Financial support
Nuwakot,Bageshwari,8,40-54,male,Janajati,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,2 _ Not very much           ,Relief distributed based on caste    ,Relief distributed based on political parties     ,3 _ Neutral ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,2 _ Not very much           ,Because people rent instead of own               ,Based on political parties                 ,2 _ Not very much           ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,hunger,"Not prepared for winter (clothing, household)                                  ",3 _ Neutral                  ,4 _ Not very much        ,,3-Neutral,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Improved health care access                 ,Road access                   
Nuwakot,Bageshwari,8,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,3 _ Neutral ,Long-term shelter (housing)        ,Seeds and fertilizers     ,Housing inspections,2 _ Not very much           ,Not included in distributions                ,Relief distributed based on political parties     ,3 _ Neutral ,How to get healthcare/psychological support                           ,How to replace personal documentation     ,4_Mostly yes,,,3 _ Neutral           ,Based on caste system     ,Based on political parties                 ,2 _ Not very much           ,Do not have warm clothing             ,2 _ Somewhat yes           ,"Not prepared for winter (clothing, household)                                  ",Safety at home (due to structure)         ,1 _ Not at all        ,3 _ Neutral           ,Community members         ,2-Somewhat yes,2-Somewhat yes,Personal savings                            ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Improved irrigation,Financial support
Nuwakot,Bageshwari,8,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Financial support             ,Seeds and fertilizers,4_Mostly yes,,,2 _ Not very much           ,Finding missing people             ,How to register for/access support                       ,1 _ Not at all        ,Relief distributed based on political parties     ,"Relief distributed based on first come, first served                ",2 _ Not very much           ,Based on distance from the main road            ,Only if damage is severe ,2 _ Not very much           ,House/Shelter will not protect against cold   ,3 _ Neutral           ,Improper school winterization                                                   ,Safety at home (due to structure)         ,Refused,2 _ Somewhat yes           ,Community members         ,5-Not at all,1-Completely yes        ,Government grant        ,Waiting for building assessment                 ,1 _ Not at all        ,News on government decisions            ,Livelihood options/training                                          
Nuwakot,Bageshwari,8,25-39,female,Brahmin,,Farmer/laborer,,No difficulty ,3 _ Neutral ,Long-term shelter (housing)        ,Psychosocial counseling,Housing inspections,2 _ Not very much           ,Donêt know where distribution sites are               ,Reconstruction process taking too long                                   ,2 _ Not very much           ,News about government decisions               ,How to replace personal documentation     ,2 _ Not very much           ,Canêt get to distribution sites           ,Relief distributed based on political parties     ,2 _ Not very much           ,Based on distance from the main road            ,Based on distance from the main road            ,3 _ Neutral           ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,"Not prepared for winter (clothing, household)                                  ",Improper school winterization                                                   ,3 _ Neutral                  ,4 _ Not very much        ,,4-Not very much,3-Neutral,Government loan         ,Information about assistance from NGOs                  ,2 _ Not very much           ,Reconstruction advice/training             ,Road access                   
Nuwakot,Bageshwari,8,don't Know,male,Brahmin,,Farmer/laborer,,No difficulty ,2 _ Not very much,Healthcare,Healthcare,Housing inspections,3 _ Neutral          ,Canêt get to distribution sites,Donêt know how to register for relief/services   ,2 _ Not very much           ,News about government decisions               ,How to get shelter materials                          ,2 _ Not very much           ,Donêt know where distribution sites are               ,Relief distributed based on political parties     ,2 _ Not very much           ,Based on distance from the main road            ,Only if damage is severe ,3 _ Neutral           ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,3 _ Neutral                  ,2 _ Somewhat yes           ,Local government             ,2-Somewhat yes,3-Neutral,Government grant        ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Road access                   ,Proper functioning of local government                    
Nuwakot,Khanigaun,7,25-39,female,Janajati,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Toilets/sanitation,Livelihoods,1 _ Not at all        ,Was promised relief but never received           ,Donêt know how to register for relief/services   ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,1 _ Not at all        ,Based on distance from the main road            ,Only if damage is severe ,1 _ Not at all        ,Do not have warm clothing             ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Hunger,4-Mostly yes,4 _ Not very much        ,,5-Not at all,1-Completely yes        ,Government grant        ,Waiting for building assessment                 ,1 _ Not at all        ,News on government decisions            ,Reduce risk of future disasters                                    
Nuwakot,Khanigaun,7,25-39,female,Janajati,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Toilets/sanitation,1 _ Not at all        ,Was promised relief but never received           ,Relief distributed based on political parties     ,4_Mostly yes,,,1 _ Not at all        ,Renters excluded from distribution                ,NGO plans unclear                             ,1 _ Not at all        ,Based on distance from the main road            ,Because people rent instead of own               ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Health care,1 _ Not at all        ,5 _ Not at all         ,,5-Not at all,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Improved health care access                 ,Reduce risk of future disasters                                    
Nuwakot,Khanigaun,7,40-54,female,Janajati,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,4_Mostly yes,,,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,1 _ Not at all        ,Based on distance from the main road            ,Based on caste system      ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Health care,4-Mostly yes,4 _ Not very much        ,,5-Not at all,2-Somewhat yes,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,News on government decisions            ,Reduce risk of future disasters                                    
Nuwakot,Khanigaun,7,25-39,male,Others,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Long-term shelter (housing)                ,Financial support,1 _ Not at all        ,Relief distributed based on caste    ,Government plans unclear               ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,Not included in distributions                ,Relief distributed based on political parties     ,1 _ Not at all        ,Based on caste system     ,Based on political parties                 ,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Safety at home (due to structure)         ,Health care,4-Mostly yes,Don't Know,,5-Not at all,1-Completely yes        ,Government loan         ,Availability of financial support                                      ,1 _ Not at all        ,Financial support  ,Repair/reconstruction of community buildings        
Nuwakot,Khanigaun,7,25-39,male,Others,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Livelihoods,Long-term shelter (housing)                ,Healthcare,1 _ Not at all        ,Was promised relief but never received           ,Relief distributed based on political parties     ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,1 _ Not at all        ,"First come, first served                      ",Based on political parties                 ,4-Mostly yes,,2 _ Somewhat yes           ,"Not prepared for winter (clothing, household)                                  ",Health care,1 _ Not at all        ,Don't Know,,5-Not at all,1-Completely yes        ,I/NGO support               ,Waiting for community to start rebuilding                    ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Financial support
Nuwakot,Khanigaun,3,25-39,male,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Seeds and fertilizers,1 _ Not at all        ,Relief distributed based on political parties     ,Was promised relief but never received           ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,1 _ Not at all        ,Do not trust NGOs                     ,"Relief distributed based on first come, first served                ",1 _ Not at all        ,Based on distance from the main road            ,Because people rent instead of own               ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Health care,1 _ Not at all        ,4 _ Not very much        ,,5-Not at all,1-Completely yes        ,Government grant        ,Confidence in ability to rebuild safely   ,1 _ Not at all        ,Safe spaces for women and children   ,Reduce risk of future disasters                                    
Nuwakot,Khanigaun,3,40-54,male,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Financial support,Seeds and fertilizers     ,Housing inspections,1 _ Not at all        ,Was promised relief but never received           ,Relief distributed based on severe damage                             ,4_Mostly yes,,,1 _ Not at all        ,Renters excluded from distribution                ,Relief distributed based on political parties     ,1 _ Not at all        ,Based on caste system     ,Based on political parties                 ,4-Mostly yes,,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Health care,1 _ Not at all        ,5 _ Not at all         ,,5-Not at all,2-Somewhat yes,Government grant        ,Waiting for building assessment                 ,1 _ Not at all        ,Reduce risk of future disasters                                    ,Financial support
Nuwakot,Khanigaun,3,40-54,male,Brahmin,,Farmer/laborer,,"Yes, some difficulty ",1 _ Not at all        ,Long-term shelter (housing)        ,Healthcare,Seeds and fertilizers,1 _ Not at all        ,Relief distributed based on political parties     ,Government plans unclear               ,4_Mostly yes,,,1 _ Not at all        ,Relief distributed based on distance from road ,Relief distributed based on political parties     ,1 _ Not at all        ,Because people rent instead of own               ,Based on political parties                 ,1 _ Not at all        ,Not enough fuel                             ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,1 _ Not at all        ,4 _ Not very much        ,,5-Not at all,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,News on government decisions            ,Reduce risk of future disasters                                    
Nuwakot,Khanigaun,3,40-54,male,Brahmin,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,1 _ Not at all        ,Reconstruction process taking too long                                   ,Government plans unclear               ,4_Mostly yes,,,1 _ Not at all        ,Was promised relief but never received           ,Relief distributed based on political parties     ,3 _ Neutral           ,Because people rent instead of own               ,Based on political parties                 ,4-Mostly yes,,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,1 _ Not at all        ,5 _ Not at all         ,,5-Not at all,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,1 _ Not at all        ,Repair/reconstruction of schools         ,Reduce risk of future disasters                                    
Nuwakot,Khanigaun,3,25-39,female,Chhetri,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Housing inspections,4_Mostly yes,,,5 _ Completely yes         ,,,4_Mostly yes,,,3 _ Neutral           ,,"First come, first served                      ",4-Mostly yes,,2 _ Somewhat yes           ,Access to education (closed schools)    ,Improper school winterization                                                   ,2 _ Not very much           ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,1 _ Not at all        ,Reduce risk of future disasters                                    ,News on government decisions            
Nuwakot,Khanigaun,9,55+,male,Magar,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,1 _ Not at all        ,Financial support,Healthcare,Psychosocial counseling,1 _ Not at all        ,Was promised relief but never received           ,Government does not listen to my concerns                ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,1 _ Not at all        ,Based on caste system     ,Based on political parties                 ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,Safety at school (due to structure)      ,Improper school winterization                                                   ,4-Mostly yes,5 _ Not at all         ,,5-Not at all,2-Somewhat yes,Government grant        ,Concern about another earthquake/aftershocks,1 _ Not at all        ,Road access                   ,Improved health care access                 
Nuwakot,Khanigaun,9,25-39,female,Chhetri,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Seeds and fertilizers     ,Livelihoods,4_Mostly yes,,,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,1 _ Not at all        ,Joint families,Based on political parties                 ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,hunger,"Not prepared for winter (clothing, household)                                  ",1 _ Not at all        ,5 _ Not at all         ,,2-Somewhat yes,2-Somewhat yes,Government grant        ,Concern about another earthquake/aftershocks,1 _ Not at all        ,Road access                   ,Financial support
Nuwakot,Khanigaun,9,40-54,male,Chhetri,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,Do not trust NGOs                     ,Relief distributed based on political parties     ,1 _ Not at all        ,Based on distance from the main road            ,"First come, first served                      ",1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Improper school winterization                                                   ,1 _ Not at all        ,5 _ Not at all         ,,5-Not at all,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,2 _ Not very much           ,Livelihood options/training                                          ,Improved market access                                              
Nuwakot,Khanigaun,9,55+,male,Magar,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Toilets/sanitation,Livelihoods,1 _ Not at all        ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,Donêt know where distribution sites are               ,Not included in distributions                ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Safety at home (due to structure)         ,4-Mostly yes,5 _ Not at all         ,,5-Not at all,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,1 _ Not at all        ,Road access                   ,Reduce risk of future disasters                                    
Nuwakot,Khadga_Bhanjya,3,40-54,male,Brahmin,,Farmer/laborer,,"Yes, a lot of difficulty ",1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,1 _ Not at all        ,Government does not listen to my concerns                ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,Reconstruction process taking too long                                   ,Was promised relief but never received           ,1 _ Not at all        ,"First come, first served                      ",Based on distance from the main road            ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,"Not prepared for winter (clothing, household)                                  ",Safety at home (due to structure)         ,1 _ Not at all        ,2 _ Somewhat yes           ,Strangers,5-Not at all,1-Completely yes        ,Government grant        ,Confidence in ability to rebuild safely   ,1 _ Not at all        ,Reconstruction advice/training             ,Repair/reconstruction of community buildings        
Nuwakot,Khadga_Bhanjya,3,40-54,female,Brahmin,,Farmer/laborer,,"Yes, some difficulty ",1 _ Not at all        ,Financial support,Long-term shelter (housing)                ,Psychosocial counseling,2 _ Not very much           ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,2 _ Not very much           ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,2 _ Not very much           ,Based on distance from the main road            ,"First come, first served                      ",1 _ Not at all        ,House/ Shelter will not keep snow out     ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,"Not prepared for winter (clothing, household)                                  ",2 _ Not very much           ,2 _ Somewhat yes           ,Strangers,5-Not at all,1-Completely yes        ,I/NGO support               ,Waiting for community to start rebuilding                    ,2 _ Not very much           ,Reconstruction advice/training             ,Reduce risk of future disasters                                    
